+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                117 |   5 |    WAITING |     READY |
|                117 |   1 |      READY |   RUNNING |
|                119 |   5 |      READY |   RUNNING |
|                122 |   4 |    RUNNING |   WAITING |
|                125 |   5 |    RUNNING | TERMINATED |
|                126 |   2 |    WAITING |     READY |
|                127 |   1 |    RUNNING |   WAITING |
|                127 |   2 |      READY |   RUNNING |
|                128 |   8 |        NEW |     READY |
|                129 |   8 |      READY |   RUNNING |
|                130 |   4 |    WAITING |     READY |
|                132 |   8 |    RUNNING |   WAITING |
|                132 |   4 |      READY |   RUNNING |
|                135 |   8 |    WAITING |     READY |
|                137 |   8 |      READY |   RUNNING |
|                139 |   2 |    RUNNING |   WAITING |
|                140 |   4 |    RUNNING |   WAITING |
|                141 |   8 |    RUNNING |   WAITING |
|                142 |   1 |    WAITING |     READY |
|                142 |   1 |      READY |   RUNNING |
|                144 |   8 |    WAITING |     READY |
|                145 |   8 |      READY |   RUNNING |
|                148 |   8 |    RUNNING |   WAITING |
|                148 |   4 |    WAITING |     READY |
|                149 |   1 |    RUNNING |   WAITING |
|                149 |   2 |    WAITING |     READY |
|                149 |   4 |      READY |   RUNNING |
|                150 |   2 |      READY |   RUNNING |
|                151 |   8 |    WAITING |     READY |
|                153 |   8 |      READY |   RUNNING |
|                155 |   4 |    RUNNING | TERMINATED |
|                157 |   8 |    RUNNING |   WAITING |
|                157 |   7 |        NEW |     READY |
|                158 |   7 |      READY |   RUNNING |
|                160 |   8 |    WAITING |     READY |
|                162 |   2 |    RUNNING |   WAITING |
|                162 |   8 |      READY |   RUNNING |
|                164 |   1 |    WAITING |     READY |
|                165 |   8 |    RUNNING |   WAITING |
|                166 |   1 |      READY |   RUNNING |
|                168 |   7 |    RUNNING |   WAITING |
|                168 |   8 |    WAITING |     READY |
|                169 |   8 |      READY |   RUNNING |
|                172 |   8 |    RUNNING |   WAITING |
|                172 |   2 |    WAITING |     READY |
|                173 |   2 |      READY |   RUNNING |
|                174 |   7 |    WAITING |     READY |
|                175 |   1 |    RUNNING |   WAITING |
|                175 |   8 |    WAITING |     READY |
|                176 |   7 |      READY |   RUNNING |
|                177 |   8 |      READY |   RUNNING |
|                179 |   2 |    RUNNING | TERMINATED |
|                179 |   3 |        NEW |     READY |
|                181 |   8 |    RUNNING |   WAITING |
|                181 |   3 |      READY |   RUNNING |
|                184 |   8 |    WAITING |     READY |
|                186 |   8 |      READY |   RUNNING |
|                187 |   8 |    RUNNING | TERMINATED |
|                188 |   7 |    RUNNING |   WAITING |
|                190 |   1 |    WAITING |     READY |
|                191 |   1 |      READY |   RUNNING |
|                194 |   7 |    WAITING |     READY |
|                195 |   3 |    RUNNING |   WAITING |
|                196 |   7 |      READY |   RUNNING |
|                200 |   1 |    RUNNING |   WAITING |
|                203 |   7 |    RUNNING |   WAITING |
|                207 |   3 |    WAITING |     READY |
|                207 |   3 |      READY |   RUNNING |
|                209 |   7 |    WAITING |     READY |
|                210 |   7 |      READY |   RUNNING |
|                215 |   1 |    WAITING |     READY |
|                217 |   1 |      READY |   RUNNING |
|                220 |   7 |    RUNNING | TERMINATED |
|                222 |   3 |    RUNNING |   WAITING |
|                225 |   1 |    RUNNING |   WAITING |
|                234 |   3 |    WAITING |     READY |
|                234 |   3 |      READY |   RUNNING |
|                240 |   1 |    WAITING |     READY |
|                241 |   1 |      READY |   RUNNING |
|                243 |   3 |    RUNNING |   WAITING |
|                247 |   1 |    RUNNING | TERMINATED |
|                247 |   6 |        NEW |     READY |
|                247 |   6 |      READY |   RUNNING |
|                254 |   6 |    RUNNING |   WAITING |
|                255 |   3 |    WAITING |     READY |
|                255 |   3 |      READY |   RUNNING |
|                263 |   3 |    RUNNING |   WAITING |
|                263 |   6 |    WAITING |     READY |
|                263 |   6 |      READY |   RUNNING |
|                270 |   6 |    RUNNING |   WAITING |
|                275 |   3 |    WAITING |     READY |
|                275 |   3 |      READY |   RUNNING |
|                279 |   6 |    WAITING |     READY |
|                280 |   6 |      READY |   RUNNING |
|                286 |   3 |    RUNNING | TERMINATED |
|                290 |   6 |    RUNNING |   WAITING |
|                299 |   6 |    WAITING |     READY |
|                299 |   6 |      READY |   RUNNING |
|                303 |   6 |    RUNNING | TERMINATED |
